Filename,Laplacian Variance,Blurry
2448495.0.png,93.88,True
2095935.0.png,46.68,True
360187.0.png,22.76,True
2414507.0.png,149.54,True
2454300.0.png,974.16,False
1918527.0.png,623.28,False
558259.0.png,3280.09,False
1141321.0.png,3.64,True
2257254.0.png,370.13,False
507578.0.png,257.60,False
1133627.0.png,1.25,True
822191.0.png,1.93,True
638014.0.png,730.35,False
1030712.0.png,4.21,True
881941.0.png,1205.57,False
1140624.0.png,1.10,True
545731.0.png,391.35,False
1035562.0.png,2.21,True
1136537.0.png,1.69,True
925071.0.png,148.79,True
434765.0.png,2.17,True
508683.0.png,270.47,False
611020.0.png,350.69,False
59202.0.png,51.21,True
1024245.0.png,673.70,False
556497.0.png,621.33,False
2191586.0.png,21.92,True
685684.0.png,45.51,True
1025051.0.png,1.60,True
650237.0.png,1.01,True
1139228.0.png,0.01,True
2380219.0.png,186.87,False
2076953.0.png,174.92,False
905228.0.png,30.31,True
1312242.0.png,24.83,True
1001161.0.png,305.32,False
472126.0.png,637.75,False
1028494.0.png,1.64,True
542020.0.png,868.80,False
784041.0.png,685.99,False
710711.0.png,220.43,False
2205479.0.png,422.40,False
622608.0.png,3.20,True
1024675.0.png,0.94,True
2357179.0.png,15.43,True
963074.0.png,1101.08,False
26000.0.png,0.89,True
1010651.0.png,768.41,False
642442.0.png,155.16,False
842633.0.png,594.80,False
1140290.0.png,5.02,True
867748.0.png,2.78,True
956327.0.png,527.53,False
2450666.0.png,292.39,False
754447.0.png,187.38,False
844357.0.png,388.96,False
616093.0.png,513.62,False
635425.0.png,334.69,False
2099782.0.png,436.24,False
2179024.0.png,139.06,True
994695.0.png,173.41,False
1151621.0.png,51.48,True
917866.0.png,346.39,False
670480.0.png,3.49,True
296128.0.png,116.77,True
655600.0.png,1482.46,False
844987.0.png,84.59,True
1027509.0.png,3.54,True
1030930.0.png,2.31,True
1003076.0.png,7.24,True
1046854.0.png,106.62,True
817156.0.png,295.12,False
876750.0.png,697.36,False
713048.0.png,2.45,True
2357158.0.png,161.29,False
635431.0.png,2.82,True
1143491.0.png,52.63,True
833111.0.png,219.71,False
1026771.0.png,3.05,True
609170.0.png,558.49,False
515210.0.png,170.04,False
578350.0.png,26.13,True
539397.0.png,21.73,True
2283838.0.png,586.82,False
2311816.0.png,181.96,False
832699.0.png,335.49,False
873723.0.png,310.64,False
1141447.0.png,7.08,True
1307677.0.png,23.37,True
625229.0.png,1.33,True
461753.0.png,2.05,True
1314398.0.png,16.89,True
472927.0.png,226.19,False
2359908.0.png,134.59,True
984579.0.png,4.46,True
561869.0.png,296.78,False
720856.0.png,516.64,False
1242314.0.png,53.82,True
797053.0.png,5.16,True
99950.0.png,25.17,True
1136976.0.png,2.19,True
560389.0.png,9.78,True
1133059.0.png,5.23,True
873863.0.png,1051.48,False
635236.0.png,568.86,False
829672.0.png,1566.73,False
723347.0.png,231.64,False
950287.0.png,340.38,False
443319.0.png,216.31,False
728912.0.png,579.39,False
569485.0.png,450.96,False
642967.0.png,1273.26,False
867347.0.png,4.27,True
832778.0.png,114.40,True
370718.0.png,489.45,False
1138042.0.png,0.97,True
2484821.0.png,110.38,True
1132946.0.png,7.52,True
600709.0.png,347.19,False
2478948.0.png,1.35,True
438859.0.png,281.81,False
679319.0.png,334.13,False
581067.0.png,92.59,True
2419169.0.png,2.31,True
765329.0.png,373.78,False
875930.0.png,106.01,True
1147418.0.png,8.52,True
841007.0.png,28.11,True
978482.0.png,3.44,True
944671.0.png,2.36,True
2090596.0.png,467.25,False
1140474.0.png,4.48,True
559999.0.png,850.56,False
835617.0.png,25.50,True
1001987.0.png,295.06,False
547141.0.png,338.93,False
2492802.0.png,357.23,False
789092.0.png,101.06,True
931745.0.png,1.77,True
950064.0.png,548.65,False
853157.0.png,10.15,True
1009857.0.png,602.63,False
27395.0.png,1.53,True
539229.0.png,375.90,False
1151332.0.png,60.12,True
883471.0.png,220.54,False
804651.0.png,380.34,False
1213406.0.png,55.70,True
646668.0.png,6.49,True
917446.0.png,191.17,False
658616.0.png,701.21,False
1281864.0.png,10.25,True
1140406.0.png,0.20,True
565090.0.png,281.27,False
710427.0.png,885.35,False
534672.0.png,128.37,True
317780.0.png,3.02,True
512894.0.png,730.53,False
640995.0.png,30.47,True
968931.0.png,2.22,True
2436782.0.png,3.10,True
1136859.0.png,1.61,True
845693.0.png,3.60,True
1140974.0.png,0.23,True
1032951.0.png,68.55,True
858353.0.png,2516.29,False
471346.0.png,612.71,False
732217.0.png,6.98,True
2335186.0.png,682.38,False
660882.0.png,3.52,True
519807.0.png,763.28,False
828674.0.png,981.32,False
606434.0.png,163.74,False
1028519.0.png,1.54,True
2238366.0.png,378.73,False
29877.0.png,0.13,True
717155.0.png,853.40,False
620589.0.png,408.56,False
705012.0.png,412.10,False
2343775.0.png,33.39,True
2214706.0.png,584.44,False
834167.0.png,3.03,True
909677.0.png,138.64,True
815677.0.png,2.48,True
2493092.0.png,225.21,False
2395218.0.png,850.07,False
922137.0.png,23.92,True
2356388.0.png,166.60,False
1297423.0.png,18.05,True
949071.0.png,1.90,True
1025518.0.png,102.05,True
677445.0.png,1153.32,False
2327372.0.png,82.15,True
2112638.0.png,97.04,True
914470.0.png,250.60,False
524748.0.png,859.44,False
31134.0.png,1.37,True
827437.0.png,34.89,True
883412.0.png,202.37,False
618761.0.png,3.50,True
747921.0.png,258.25,False
498829.0.png,861.97,False
1004265.0.png,651.69,False
704371.0.png,8.62,True
2371821.0.png,5.05,True
640932.0.png,13.82,True
994241.0.png,105.31,True
2241332.0.png,89.80,True
821496.0.png,2.48,True
2384385.0.png,561.63,False
827816.0.png,58.13,True
1206876.0.png,134.51,True
903659.0.png,10.02,True
30342.0.png,18.24,True
691159.0.png,4.12,True
1241397.0.png,83.54,True
867904.0.png,254.75,False
932396.0.png,294.63,False
592741.0.png,3.02,True
967810.0.png,20.04,True
827897.0.png,40.49,True
812918.0.png,1688.84,False
2350346.0.png,176.71,False
966241.0.png,123.77,True
401316.0.png,334.44,False
945390.0.png,623.42,False
925571.0.png,429.74,False
1046203.0.png,1153.78,False
1973679.0.png,1180.58,False
994694.0.png,154.08,False
822370.0.png,504.50,False
344467.0.png,217.80,False
1026954.0.png,445.73,False
813528.0.png,800.03,False
2224065.0.png,608.86,False
2426880.0.png,167.66,False
1002881.0.png,133.03,True
1307676.0.png,17.11,True
424420.0.png,247.21,False
2334016.0.png,340.86,False
951136.0.png,2.95,True
777500.0.png,710.15,False
529335.0.png,141.23,True
1036968.0.png,0.66,True
482771.0.png,496.81,False
745330.0.png,928.04,False
816949.0.png,488.80,False
1135948.0.png,2.64,True
746357.0.png,853.13,False
1013510.0.png,3.64,True
1134469.0.png,4.67,True
578671.0.png,98.16,True
880941.0.png,274.76,False
991575.0.png,216.45,False
1134780.0.png,6.76,True
866362.0.png,331.95,False
2001729.0.png,301.35,False
2219275.0.png,3.84,True
805138.0.png,44.39,True
694875.0.png,3.33,True
954518.0.png,8.56,True
1315211.0.png,16.48,True
953186.0.png,634.97,False
1010497.0.png,175.43,False
708495.0.png,62.03,True
1819319.0.png,1.66,True
2224810.0.png,333.40,False
437582.0.png,3.60,True
566468.0.png,738.57,False
905296.0.png,3.52,True
844326.0.png,13.47,True
860809.0.png,641.29,False
832760.0.png,57.99,True
2277977.0.png,227.27,False
914526.0.png,349.19,False
1905809.0.png,298.35,False
2300065.0.png,5.73,True
822044.0.png,11.60,True
2067753.0.png,334.86,False
618119.0.png,278.63,False
28199.0.png,8.06,True
481620.0.png,2.89,True
2255295.0.png,571.10,False
2122233.0.png,108.22,True
821798.0.png,1347.43,False
506352.0.png,998.88,False
593283.0.png,264.12,False
681737.0.png,185.99,False
2203768.0.png,27.74,True
1034791.0.png,1.04,True
409778.0.png,3.26,True
837421.0.png,7.58,True
887076.0.png,624.42,False
670586.0.png,848.40,False
694837.0.png,267.44,False
757410.0.png,116.88,True
878564.0.png,4.66,True
677902.0.png,437.90,False
980175.0.png,767.89,False
590608.0.png,474.83,False
667546.0.png,2.76,True
2394420.0.png,882.83,False
2236127.0.png,436.88,False
1919284.0.png,674.80,False
834307.0.png,92.81,True
462071.0.png,844.08,False
1138810.0.png,10.66,True
2091329.0.png,280.99,False
2474042.0.png,2.26,True
26665.0.png,1.35,True
810638.0.png,233.77,False
563875.0.png,696.84,False
730820.0.png,2959.96,False
1141731.0.png,26.36,True
1019056.0.png,740.60,False
436405.0.png,120.29,True
430588.0.png,188.36,False
2192737.0.png,17.70,True
676520.0.png,5.14,True
825652.0.png,4.62,True
1034468.0.png,34.40,True
1027989.0.png,1.12,True
972529.0.png,2.18,True
983576.0.png,350.72,False
2325022.0.png,287.92,False
615419.0.png,814.04,False
897841.0.png,536.12,False
480818.0.png,144.80,True
2490975.0.png,152.83,False
602872.0.png,1154.49,False
35687.0.png,70.24,True
616181.0.png,881.87,False
1026443.0.png,2.68,True
592458.0.png,278.94,False
30394.0.png,5.18,True
693542.0.png,398.83,False
557827.0.png,1092.20,False
665100.0.png,1083.93,False
951887.0.png,1353.07,False
954840.0.png,7.85,True
790456.0.png,8.02,True
2315574.0.png,66.72,True
604209.0.png,400.10,False
699362.0.png,53.60,True
1035834.0.png,460.43,False
638524.0.png,1328.41,False
450234.0.png,126.12,True
959381.0.png,2.04,True
1318116.0.png,14.18,True
676213.0.png,5.78,True
445250.0.png,211.22,False
929609.0.png,39.40,True
1138913.0.png,6.99,True
1004584.0.png,93.80,True
1139231.0.png,0.00,True
979782.0.png,1.80,True
890317.0.png,258.61,False
1147417.0.png,7.70,True
434898.0.png,1.46,True
497344.0.png,341.34,False
2186730.0.png,110.07,True
997154.0.png,494.36,False
2092882.0.png,315.95,False
1136539.0.png,2.04,True
758155.0.png,607.84,False
610560.0.png,1107.40,False
1832541.0.png,0.48,True
1025635.0.png,562.13,False
607293.0.png,65.03,True
616095.0.png,995.77,False
1310463.0.png,43.99,True
842220.0.png,340.48,False
2490148.0.png,357.79,False
637291.0.png,559.35,False
503917.0.png,3114.34,False
1146160.0.png,2.28,True
2457879.0.png,1033.56,False
613389.0.png,671.96,False
2345724.0.png,47.34,True
2486110.0.png,281.76,False
2323894.0.png,369.77,False
1143659.0.png,3.93,True
805592.0.png,75.70,True
596449.0.png,73.50,True
600607.0.png,916.51,False
550763.0.png,57.14,True
1053274.0.png,3.02,True
1135867.0.png,2.59,True
694170.0.png,4.07,True
1000220.0.png,1.46,True
1048197.0.png,320.90,False
626817.0.png,8.21,True
952639.0.png,137.64,True
334323.0.png,17.76,True
966524.0.png,190.38,False
2451446.0.png,856.39,False
1008010.0.png,83.78,True
747969.0.png,617.81,False
599370.0.png,389.74,False
410202.0.png,229.72,False
994777.0.png,2.05,True
876358.0.png,629.96,False
650044.0.png,1439.39,False
862508.0.png,547.41,False
834846.0.png,498.42,False
434270.0.png,108.56,True
996887.0.png,75.46,True
897142.0.png,294.51,False
706973.0.png,8.38,True
993383.0.png,1.41,True
1031716.0.png,4.47,True
2257987.0.png,90.50,True
956907.0.png,458.30,False
390078.0.png,13.22,True
513718.0.png,699.57,False
314217.0.png,47.31,True
1139864.0.png,6.68,True
1133983.0.png,4.12,True
2324635.0.png,67.62,True
26298.0.png,4.46,True
509599.0.png,291.60,False
706726.0.png,7.52,True
695383.0.png,8.71,True
859177.0.png,151.99,False
1272988.0.png,24.15,True
687944.0.png,1596.83,False
2388680.0.png,161.17,False
486131.0.png,648.41,False
1011072.0.png,270.36,False
962648.0.png,549.32,False
2066082.0.png,1.04,True
2480921.0.png,5.10,True
916221.0.png,590.90,False
1232426.0.png,96.05,True
30391.0.png,5.27,True
903423.0.png,464.85,False
948708.0.png,10.44,True
579995.0.png,314.94,False
489521.0.png,506.14,False
564573.0.png,658.19,False
30733.0.png,0.13,True
603905.0.png,259.89,False
2451448.0.png,786.69,False
1030119.0.png,1.32,True
1143717.0.png,1.01,True
2098263.0.png,453.47,False
647546.0.png,1332.99,False
695377.0.png,4.96,True
1200575.0.png,223.39,False
940345.0.png,182.79,False
30327.0.png,1.23,True
697406.0.png,3.27,True
471656.0.png,790.35,False
2212590.0.png,1.23,True
360152.0.png,2.65,True
980345.0.png,31.76,True
587313.0.png,573.32,False
945136.0.png,690.64,False
1133849.0.png,4.24,True
1145584.0.png,5.98,True
582870.0.png,989.95,False
2391423.0.png,449.19,False
599586.0.png,316.95,False
2197024.0.png,390.46,False
829924.0.png,443.70,False
2215338.0.png,322.87,False
785824.0.png,1337.54,False
614924.0.png,32.41,True
2290409.0.png,180.98,False
1051854.0.png,1241.51,False
997214.0.png,11.78,True
598828.0.png,113.90,True
1002890.0.png,5.18,True
956708.0.png,2.59,True
1134465.0.png,4.23,True
815264.0.png,11.69,True
2361418.0.png,406.02,False
1250544.0.png,29.80,True
1133273.0.png,5.02,True
980339.0.png,63.86,True
1426068.0.png,105.70,True
486890.0.png,2.62,True
1133067.0.png,5.98,True
980235.0.png,0.99,True
62796.0.png,64.35,True
504944.0.png,671.14,False
2371854.0.png,479.15,False
569187.0.png,5.86,True
1029641.0.png,65.03,True
956764.0.png,147.17,True
838543.0.png,150.48,False
2368806.0.png,425.01,False
1031161.0.png,4.87,True
1133064.0.png,8.12,True
30390.0.png,10.21,True
867687.0.png,3.87,True
641597.0.png,1403.42,False
598823.0.png,60.99,True
627389.0.png,1040.58,False
2340559.0.png,1708.89,False
815819.0.png,558.76,False
954185.0.png,197.01,False
888982.0.png,1245.25,False
826934.0.png,124.18,True
703524.0.png,4.32,True
1013248.0.png,458.16,False
28833.0.png,10.15,True
714742.0.png,190.99,False
540074.0.png,551.11,False
567370.0.png,3.93,True
665670.0.png,60.79,True
2192237.0.png,372.80,False
904010.0.png,580.47,False
881208.0.png,770.44,False
2203512.0.png,320.65,False
1133920.0.png,5.50,True
620428.0.png,101.43,True
1037725.0.png,0.83,True
1271065.0.png,24.87,True
764870.0.png,10.19,True
884794.0.png,3.51,True
2444824.0.png,69.46,True
520041.0.png,761.46,False
1056237.0.png,333.72,False
