file_name,width,height,avg_intensity,std_intensity,min_elevation,max_elevation,elevation_range,aspect_ratio
tile_34.3_35.1_-56.0_-55.0.png,388,349,131.59112190943196,9.385183358216947,51,253,202,1.1117478510028653
tile_34.3_35.1_-53.0_-52.0.png,388,349,137.9129914630904,23.3429903893585,51,255,204,1.1117478510028653
tile_30.9_31.7_-57.0_-56.0.png,388,348,131.96079956155944,17.85849840000799,48,254,206,1.1149425287356323
tile_36.7_37.5_-60.0_-59.0.png,388,348,134.52872082000238,14.553312833169748,51,255,204,1.1149425287356323
tile_30.0_30.9_-58.0_-57.0.png,388,348,133.35161897144212,24.74951585927474,46,254,208,1.1149425287356323
tile_31.7_32.6_-56.0_-55.0.png,388,349,130.91773993442234,16.82562438028851,47,255,208,1.1117478510028653
tile_35.9_36.7_-54.0_-53.0.png,388,349,131.56845774377456,2.3218659154312085,85,203,118,1.1117478510028653
tile_30.0_30.9_-60.0_-59.0.png,388,348,133.24109047280484,27.36254722900794,55,254,199,1.1149425287356323
tile_32.6_33.4_-56.0_-55.0.png,388,348,131.54080015404668,14.826086550335129,56,253,197,1.1149425287356323
tile_32.6_33.4_-54.0_-53.0.png,388,348,131.66126762649603,10.477208375695243,71,226,155,1.1149425287356323
tile_36.7_37.5_-53.0_-52.0.png,388,348,131.97663378362364,3.94316108867964,68,252,184,1.1149425287356323
tile_34.3_35.1_-60.0_-59.0.png,388,349,141.26140223909255,8.475143170479829,51,252,201,1.1117478510028653
tile_35.1_35.9_-53.0_-52.0.png,388,348,138.9297680412371,23.4259198674706,54,255,201,1.1149425287356323
tile_30.0_30.9_-57.0_-56.0.png,388,348,131.87335584784927,19.56046233349634,43,254,211,1.1149425287356323
tile_37.5_38.3_-54.0_-53.0.png,388,349,132.64653058813104,3.228652706477605,71,214,143,1.1117478510028653
tile_30.9_31.7_-54.0_-53.0.png,388,348,132.05588636094325,21.576942551873223,43,254,211,1.1149425287356323
tile_35.1_35.9_-57.0_-56.0.png,388,348,135.65048435833629,8.626963810876234,59,244,185,1.1149425287356323
tile_31.7_32.6_-60.0_-59.0.png,388,349,137.29437568310047,17.18323665975885,49,254,205,1.1117478510028653
tile_31.7_32.6_-58.0_-57.0.png,388,349,131.0284317490326,8.957053199010941,62,251,189,1.1117478510028653
tile_37.5_38.3_-51.0_-50.0.png,388,349,132.16984462233776,2.482709450178386,102,182,80,1.1117478510028653
tile_32.6_33.4_-55.0_-54.0.png,388,348,133.6042999763005,21.575298169631342,51,254,203,1.1149425287356323
tile_34.3_35.1_-57.0_-56.0.png,388,349,132.8813989897498,20.821118454785385,48,254,206,1.1117478510028653
tile_33.4_34.3_-54.0_-53.0.png,388,348,132.3996030335348,17.07794576708318,40,254,214,1.1149425287356323
tile_31.7_32.6_-52.0_-51.0.png,388,349,130.44157829439044,12.377003304825465,50,254,204,1.1117478510028653
tile_30.0_30.9_-54.0_-53.0.png,388,348,130.91540022514516,12.05672760235281,54,253,199,1.1149425287356323
tile_35.9_36.7_-52.0_-51.0.png,388,349,145.24967506572534,28.93782094914103,69,254,185,1.1117478510028653
tile_32.6_33.4_-51.0_-50.0.png,388,348,136.82988950112573,12.549069386341035,59,246,187,1.1149425287356323
tile_33.4_34.3_-53.0_-52.0.png,388,348,132.08450349567485,18.16943724689949,43,254,211,1.1149425287356323
tile_33.4_34.3_-60.0_-59.0.png,388,348,137.09407216494844,11.096514605308903,52,250,198,1.1149425287356323
tile_33.4_34.3_-57.0_-56.0.png,388,348,131.69321009598295,11.635984425021423,58,253,195,1.1149425287356323
tile_31.7_32.6_-55.0_-54.0.png,388,349,130.37148849437273,14.26959074399217,38,254,216,1.1117478510028653
tile_36.7_37.5_-55.0_-54.0.png,388,348,133.06107803057233,5.332397738983252,67,218,151,1.1149425287356323
tile_32.6_33.4_-53.0_-52.0.png,388,348,134.46504325157008,18.424798033521057,50,254,204,1.1149425287356323
tile_36.7_37.5_-59.0_-58.0.png,388,348,140.8765034364261,22.012399300032857,57,255,198,1.1149425287356323
tile_33.4_34.3_-58.0_-57.0.png,388,348,140.7121252518071,8.768856878967288,63,248,185,1.1149425287356323
tile_30.9_31.7_-60.0_-59.0.png,388,348,133.37839198957224,16.450799396370687,57,253,196,1.1149425287356323
tile_30.0_30.9_-52.0_-51.0.png,388,348,133.46756872852234,19.8042922664554,48,253,205,1.1149425287356323
