file_name,width,height,avg_intensity,std_intensity,aspect_ratio
tile_34.3_35.1_-56.0_-55.0.png,528,489,104.83029683336432,70.94288326267652,1.0797546012269938
tile_34.3_35.1_-53.0_-52.0.png,528,489,112.5515159261325,70.20614086640816,1.0797546012269938
tile_30.9_31.7_-57.0_-56.0.png,528,488,117.73588083705911,70.00421714913607,1.0819672131147542
tile_36.7_37.5_-60.0_-59.0.png,528,488,117.82433324018878,70.33873872333614,1.0819672131147542
tile_30.0_30.9_-58.0_-57.0.png,528,488,114.16448165052161,72.47141820656503,1.0819672131147542
tile_31.7_32.6_-56.0_-55.0.png,528,489,123.22261340397843,68.13022483093538,1.0797546012269938
tile_35.9_36.7_-54.0_-53.0.png,528,489,102.07425094503316,70.77959170835229,1.0797546012269938
tile_30.0_30.9_-60.0_-59.0.png,528,488,113.1950951626925,72.04917867277675,1.0819672131147542
tile_32.6_33.4_-56.0_-55.0.png,528,488,120.42425794833582,68.93143211552187,1.0819672131147542
tile_32.6_33.4_-54.0_-53.0.png,528,488,93.72636844883259,71.06808627241719,1.0819672131147542
tile_36.7_37.5_-53.0_-52.0.png,528,488,101.15847770740189,70.8852476446887,1.0819672131147542
tile_34.3_35.1_-60.0_-59.0.png,528,489,132.96182685753237,64.771484223986,1.0797546012269938
tile_35.1_35.9_-53.0_-52.0.png,528,488,130.2698087431694,69.43248645616136,1.0819672131147542
tile_30.0_30.9_-57.0_-56.0.png,528,488,114.21033594138102,71.66958423337067,1.0819672131147542
tile_37.5_38.3_-54.0_-53.0.png,528,489,101.51225057321683,70.22527030980953,1.0797546012269938
tile_30.9_31.7_-54.0_-53.0.png,528,488,131.58821954172876,64.9482257751035,1.0819672131147542
tile_35.1_35.9_-57.0_-56.0.png,528,488,127.95664508817686,65.49617849316327,1.0819672131147542
tile_31.7_32.6_-60.0_-59.0.png,528,489,105.52068615603892,70.78197610853694,1.0797546012269938
tile_31.7_32.6_-58.0_-57.0.png,528,489,106.51278505918077,70.83441689066898,1.0797546012269938
