PEAKID,x_min,y_min,x_max,y_max
991601.0,122.70571832549918,-45.399267568200834,122.95817056250083,-45.14681533119917
4525212.0,-175.12139120136368,-26.10832153956368,-174.78694213263634,-25.77387247083632
4417924.0,-1.0745666026064375,-20.728163607806437,-0.7504333973935625,-20.404030402593563
3048330.0,133.32567522447948,29.78874488557948,133.53265810952053,29.995727770620523
3403726.0,121.61772854603184,19.76413154053175,121.81560478796816,19.96200778246805
4668720.0,158.8594361497006,-33.91082752219839,159.0905638502974,-33.679699821601616
4255295.0,-121.07523200630276,-14.037162344802747,-120.84976799369726,-13.811698332197254
4647674.0,-139.80091883491355,-32.621182506413426,-139.55741449908646,-32.37767817058637
3588078.0,144.24522058444137,12.845790246241348,144.54644608155866,13.147015743358653
3697584.0,-162.08258852014927,8.01381447464072,-161.79241147985073,8.303991514939261
3142549.0,144.50368452066218,27.366754182462074,144.81298214533783,27.676051807137725
4743636.0,-109.09106338627828,-40.08632705847828,-108.82560327972172,-39.82086695192172
3882764.0,56.085458965637436,0.6901952937955393,56.40620770096236,1.0109440291204606
3389598.0,142.33094303597477,20.185679364474662,142.58572363002526,20.440459958525135
3641454.0,-43.56171264924351,10.468023678856385,-43.288287350756285,10.741448977343614
667546.0,94.08996009393279,12.557196422032787,94.38503990606701,12.852276234167013
2639980.0,-20.356493851241336,41.15657581015867,-20.035172815358667,41.47789684604133
3694046.0,147.99135661065534,8.187759605785333,148.25031005534467,8.446713050474669
809610.0,167.66877582273338,-7.105654515806616,168.00622417726663,-6.768206161273384
3861455.0,-177.67543822033545,1.512631441453551,-177.33289511366254,1.8551745481264488
3507671.0,137.29560944770498,16.308679108804967,137.56272388629503,16.575793547395037
541616.0,-178.12616251161117,27.80774048348883,-177.78217082238885,28.15173217271117
4014142.0,-155.14826333202143,-4.168527003562418,-154.86007000197657,-3.8803336735175824
4923857.0,106.90206309102985,-59.97653391447007,107.23127024297017,-59.64732676252973
2677791.0,131.15710185135106,40.10350484645104,131.45956481464896,40.405967809748965
4326448.0,176.66576111693183,-16.771169221268174,176.8759055490682,-16.561024789131828
3935310.0,147.88339864357363,-1.2535316946353594,148.20826802242436,-0.9286623157846405
3807330.0,-31.097071211285062,3.6826651168449387,-30.87792878871494,3.9018075394150613
814185.0,118.22648540619196,-7.777944932798041,118.53962570580805,-7.464804633181959
860355.0,176.87327516220344,-15.884488509596569,177.17394705979657,-15.583816612003432
3435816.0,-77.08778932979854,18.73361366500136,-76.82887733680147,18.99252565799844
4540531.0,-106.45912172674558,-26.779385398945475,-106.18254493925441,-26.502808611454324
4424988.0,7.77716188914148,-21.06810178268842,8.08950477751852,-20.75575889431138
4543428.0,-114.77412302524316,-26.92772003044316,-114.47587697475684,-26.629473979956842
4745671.0,-76.23927339230679,-40.317870397506894,-75.944059941093,-40.02265694629311
4532555.0,63.75790648823326,-26.38735718356674,64.00876017836674,-26.136503493433263
3214785.0,-16.264324438406717,25.49874522309308,-16.010675561593082,25.752394099906716
4588554.0,63.36595139879011,-29.304312273009792,63.65071526780989,-29.019548403990008
2997933.0,-122.24251570427039,30.99555395722862,-121.95748429572761,31.280585365771383
4828342.0,-20.150778020855935,-48.56687502605593,-19.874221979143865,-48.29031898434386
4303591.0,-178.3342814536561,-15.946211792157104,-178.06571854634188,-15.677648884842895
990642.0,72.86051640524536,-45.08891393335465,73.19226137255464,-44.757168966045356
3523332.0,-111.23650185979739,15.659901135001517,-110.96349814020061,15.932904854598283
2785016.0,145.16448319489186,36.98171952269176,145.49385013910816,37.31108646690804
3168319.0,-47.9905750894598,26.7266612387401,-47.7177582439402,26.9994780842597
4592795.0,52.57319784544551,-29.563732493054385,52.87680215455449,-29.260128183945415
2838648.0,-172.81291619331373,35.47515346818628,-172.56208380668627,35.72598585481373
4414361.0,176.74166609591524,-20.528597575584747,177.02500057008476,-20.245263101415254
2273092.0,-174.46242984297808,50.625639818121826,-174.3042368230219,50.78383283807797
4540426.0,64.52137219451247,-26.77389147738743,64.80362780548732,-26.491635866412572
3589874.0,-158.1225581596709,12.748844835429098,-157.8107751743291,13.060627820770902
4389834.0,-123.40872435243999,-19.37898802393999,-123.14960898156001,-19.119872653060014
1012621.0,138.58334449402722,-53.01608584447279,138.8916555059728,-52.707774832527214
4294144.0,64.32194874095595,-15.614981597544057,64.61971792564407,-15.317212412855943
844987.0,66.98507778853848,-13.056019216661529,67.30658887806153,-12.734508127138472
4498313.0,-87.56385472429939,-24.792451729499497,-87.2444786091004,-24.473075614300505
3911015.0,149.31636275486298,-0.3289009166780097,149.650303911135,0.0050402395940097044
685923.0,112.76753923065539,9.446401903145382,113.10490700534461,9.783769677834599
4317211.0,103.275909206788,-16.477687798712005,103.58242412721201,-16.171172878287997
4744784.0,-158.65574084575667,-40.22600451765668,-158.34425915424333,-39.91452282614332
2331848.0,-28.030114100769346,49.28295556073045,-27.744885899230454,49.56818376226935
3082871.0,-162.9161438436546,28.855259151145397,-162.63385615634542,29.137546838454604
3551893.0,-79.37847905359273,14.442923941207171,-79.07152094640706,14.749882048392829
790177.0,129.59074991537474,-4.467013756614247,129.86202786262325,-4.195735809365753
4590691.0,64.86002196899828,-29.41857503620152,65.12331136440152,-29.15528564079828
4031517.0,-165.13234065305792,-4.827604324598926,-164.82599268094006,-4.521256352481073
2522959.0,161.98936314038323,44.59409946888312,162.27730352561676,44.88203985411668
2119867.0,-144.43770989038998,53.825359770709,-144.153956775608,54.109112885491
3605817.0,112.77439374624696,12.02079674104796,113.05060625375104,12.29700924855204
4912400.0,-8.00607698451075,-58.15967398974065,-7.677256348829249,-57.83085335405915
4657150.0,-32.52256566933906,-33.19282934123916,-32.21910099726074,-32.88936466916084
4008637.0,-166.0251187886953,-3.98704912756631,-165.6915478773027,-3.65347821617369
3016624.0,177.72278798414203,30.54419097864204,177.96054534985797,30.78194834435796
4862433.0,12.381137920510538,-52.276625751289465,12.660528746089463,-51.997234925710536
3714205.0,133.64035618516763,7.328425846958637,133.95131048083036,7.639380142621364
3640855.0,-42.626870056415434,10.511199604984567,-42.38979661018457,10.748273051215433
4548566.0,-143.28650819267088,-27.190105197871898,-142.9884918073271,-26.892088812528105
2660201.0,148.49437258908702,40.649108917186915,148.680627410913,40.835363739012884
3119848.0,134.10333868494936,27.941408346049354,134.37999464905064,28.21806431015065
4050548.0,71.18384557489543,-5.461418097014469,71.39948775850436,-5.245775913405532
813105.0,121.64673039537473,-7.591588831615276,121.91715849262528,-7.3211607343647245
468301.0,-18.959170691107403,37.1413989702924,-18.632495975492397,37.4680736859074
3800646.0,148.433622314822,3.946691976281985,148.66637768517802,4.179447346638016
3727549.0,-22.94717937976815,6.765890281691848,-22.62782062023185,7.085249041228152
4920625.0,-33.78608906256733,-59.43968606776723,-33.480577604032675,-59.13417460923257
2971903.0,-123.31449605037339,31.773573611125514,-123.1355039496246,31.952565711874286
4594795.0,-176.13883011308258,-29.659093785282558,-175.90283655291745,-29.423100225117444
4541312.0,-115.58086675497911,-26.792797093179114,-115.35246657902088,-26.564396917220886
4874870.0,82.15943253674921,-53.6024978017507,82.45723412985059,-53.304696208649304
3651821.0,159.77860157076194,10.000004565861925,160.08806509523808,10.309468090338076
4903120.0,7.100184544156137,-56.745079127743864,7.399815455843863,-56.445448216056135
4619577.0,60.700271687114316,-31.086658651385687,60.99139497948568,-30.795535359014313
3114058.0,-14.884827341777116,28.074075653022884,-14.606839324822884,28.352063669977117
4625357.0,56.836399950991854,-31.408863720808146,57.105266715608145,-31.139996956191855
682158.0,113.4901881725487,10.1028411676487,113.77772849345129,10.3903814885513
913515.0,-86.49643619859846,-26.37919987049845,-86.17856380140155,-26.06132747330155
2394993.0,-26.77615942374137,47.91191023775863,-26.482173909658634,48.20589575184137
3564919.0,156.0821868362638,13.8702564977638,156.4178131637362,14.2058828252362
999759.0,121.93663964887932,-48.346124023420685,122.19947146312069,-48.08329220917932
4845658.0,-114.68705990952263,-50.357323581722625,-114.37960675647737,-50.04987042867738
4190589.0,-167.95458878364332,-11.058185788843296,-167.6454112163567,-10.749008221556704
